,month_year,cbsa_code,site,aqi,Manufacturing,"Mining, quarrying, and oil and gas extraction",Transportation and warehousing,Utilities,Wholesale trade,10300,11460,16980,17140,18020,18820,19820,22420,24700,26900,31080,32500,33780,34620,34900,35220,35860,36860,37100,40140,41940,42100,42220,42980,44700,46700,48940,sector,emp,estab,Crude_Oil_Price
124,12-2016,19820,0095,38.67741935483871,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",363.0,38.0,47.12
125,12-2016,19820,0095,38.67741935483871,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,10047.0,96.0,47.12
126,12-2016,19820,0095,38.67741935483871,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,229757.0,5315.0,47.12
127,12-2016,19820,0095,38.67741935483871,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,90848.0,5431.0,47.12
128,12-2016,22420,0021,33.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",10.0,4.0,47.12
129,12-2016,22420,0021,33.8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,0.0,5.0,47.12
130,12-2016,22420,0021,33.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,10873.0,269.0,47.12
131,12-2016,22420,0021,33.8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,5899.0,309.0,47.12
132,12-2016,16980,4201,40.891891891891895,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",1574.0,90.0,47.12
133,12-2016,16980,4201,40.891891891891895,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,19944.0,254.0,47.12
134,12-2016,16980,4201,40.891891891891895,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,383614.0,10175.0,47.12
135,12-2016,16980,4201,40.891891891891895,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,258150.0,14408.0,47.12
136,12-2016,16980,4007,42.76190476190476,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",1574.0,90.0,47.12
137,12-2016,16980,4007,42.76190476190476,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,19944.0,254.0,47.12
138,12-2016,16980,4007,42.76190476190476,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,383614.0,10175.0,47.12
139,12-2016,16980,4007,42.76190476190476,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,258150.0,14408.0,47.12
140,12-2016,16980,4002,20.833333333333332,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",1574.0,90.0,47.12
141,12-2016,16980,4002,20.833333333333332,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,19944.0,254.0,47.12
142,12-2016,16980,4002,20.833333333333332,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,383614.0,10175.0,47.12
143,12-2016,16980,4002,20.833333333333332,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,258150.0,14408.0,47.12
144,12-2016,16980,0019,32.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",1574.0,90.0,47.12
145,12-2016,16980,0019,32.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,19944.0,254.0,47.12
146,12-2016,16980,0019,32.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,383614.0,10175.0,47.12
147,12-2016,16980,0019,32.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,258150.0,14408.0,47.12
148,12-2016,16980,0001,22.6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",1574.0,90.0,47.12
149,12-2016,16980,0001,22.6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,19944.0,254.0,47.12
150,12-2016,16980,0001,22.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,383614.0,10175.0,47.12
151,12-2016,16980,0001,22.6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,258150.0,14408.0,47.12
152,12-2016,16980,0003,31.77777777777778,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",1574.0,90.0,47.12
153,12-2016,16980,0003,31.77777777777778,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,19944.0,254.0,47.12
154,12-2016,16980,0003,31.77777777777778,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,383614.0,10175.0,47.12
155,12-2016,16980,0003,31.77777777777778,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,258150.0,14408.0,47.12
156,12-2016,16980,0006,32.8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",1574.0,90.0,47.12
157,12-2016,16980,0006,32.8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,19944.0,254.0,47.12
158,12-2016,16980,0006,32.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,383614.0,10175.0,47.12
159,12-2016,16980,0006,32.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,258150.0,14408.0,47.12
160,12-2016,16980,0007,28.375,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",1574.0,90.0,47.12
161,12-2016,16980,0007,28.375,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,19944.0,254.0,47.12
162,12-2016,16980,0007,28.375,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,383614.0,10175.0,47.12
163,12-2016,16980,0007,28.375,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,258150.0,14408.0,47.12
164,12-2016,16980,0022,37.905660377358494,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",1574.0,90.0,47.12
165,12-2016,16980,0022,37.905660377358494,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,19944.0,254.0,47.12
166,12-2016,16980,0022,37.905660377358494,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,383614.0,10175.0,47.12
167,12-2016,16980,0022,37.905660377358494,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,258150.0,14408.0,47.12
168,12-2016,16980,3301,35.333333333333336,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",1574.0,90.0,47.12
169,12-2016,16980,3301,35.333333333333336,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,19944.0,254.0,47.12
170,12-2016,16980,3301,35.333333333333336,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,383614.0,10175.0,47.12
171,12-2016,16980,3301,35.333333333333336,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,258150.0,14408.0,47.12
172,12-2016,16980,0024,36.93617021276596,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",1574.0,90.0,47.12
173,12-2016,16980,0024,36.93617021276596,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,19944.0,254.0,47.12
174,12-2016,16980,0024,36.93617021276596,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,383614.0,10175.0,47.12
175,12-2016,16980,0024,36.93617021276596,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,258150.0,14408.0,47.12
176,12-2016,16980,0026,35.77777777777778,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",1574.0,90.0,47.12
177,12-2016,16980,0026,35.77777777777778,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,19944.0,254.0,47.12
178,12-2016,16980,0026,35.77777777777778,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,383614.0,10175.0,47.12
179,12-2016,16980,0026,35.77777777777778,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,258150.0,14408.0,47.12
180,12-2016,16980,0031,23.6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",1574.0,90.0,47.12
181,12-2016,16980,0031,23.6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,19944.0,254.0,47.12
182,12-2016,16980,0031,23.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,383614.0,10175.0,47.12
183,12-2016,16980,0031,23.6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,258150.0,14408.0,47.12
184,12-2016,16980,0052,31.7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",1574.0,90.0,47.12
185,12-2016,16980,0052,31.7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,19944.0,254.0,47.12
186,12-2016,16980,0052,31.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,383614.0,10175.0,47.12
187,12-2016,16980,0052,31.7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,258150.0,14408.0,47.12
188,12-2016,16980,0057,30.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",1574.0,90.0,47.12
189,12-2016,16980,0057,30.2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,19944.0,254.0,47.12
190,12-2016,16980,0057,30.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,383614.0,10175.0,47.12
191,12-2016,16980,0057,30.2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,258150.0,14408.0,47.12
192,12-2016,16980,0076,29.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",1574.0,90.0,47.12
193,12-2016,16980,0076,29.25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,19944.0,254.0,47.12
194,12-2016,16980,0076,29.25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,383614.0,10175.0,47.12
195,12-2016,16980,0076,29.25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,258150.0,14408.0,47.12
196,12-2016,16980,1002,29.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",1574.0,90.0,47.12
197,12-2016,16980,1002,29.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,19944.0,254.0,47.12
198,12-2016,16980,1002,29.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,383614.0,10175.0,47.12
199,12-2016,16980,1002,29.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,258150.0,14408.0,47.12
200,12-2016,16980,1011,34.37931034482759,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",1574.0,90.0,47.12
201,12-2016,16980,1011,34.37931034482759,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,19944.0,254.0,47.12
202,12-2016,16980,1011,34.37931034482759,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,383614.0,10175.0,47.12
203,12-2016,16980,1011,34.37931034482759,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,258150.0,14408.0,47.12
204,12-2016,16980,1016,32.57142857142857,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",1574.0,90.0,47.12
205,12-2016,16980,1016,32.57142857142857,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,19944.0,254.0,47.12
206,12-2016,16980,1016,32.57142857142857,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,383614.0,10175.0,47.12
207,12-2016,16980,1016,32.57142857142857,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,258150.0,14408.0,47.12
208,12-2016,16980,2004,30.8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",1574.0,90.0,47.12
209,12-2016,16980,2004,30.8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,19944.0,254.0,47.12
210,12-2016,16980,2004,30.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,383614.0,10175.0,47.12
211,12-2016,16980,2004,30.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,258150.0,14408.0,47.12
212,12-2016,16980,3103,38.42857142857143,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",1574.0,90.0,47.12
213,12-2016,16980,3103,38.42857142857143,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,19944.0,254.0,47.12
214,12-2016,16980,3103,38.42857142857143,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,383614.0,10175.0,47.12
215,12-2016,16980,3103,38.42857142857143,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,258150.0,14408.0,47.12
216,12-2016,16980,6005,22.8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",1574.0,90.0,47.12
217,12-2016,16980,6005,22.8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,19944.0,254.0,47.12
218,12-2016,16980,6005,22.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,383614.0,10175.0,47.12
219,12-2016,16980,6005,22.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,258150.0,14408.0,47.12
220,12-2016,10300,0007,40.6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,103.0,3.0,47.12
221,12-2016,10300,0007,40.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,5219.0,120.0,47.12
222,12-2016,10300,0007,40.6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,540.0,66.0,47.12
223,12-2016,10300,0007,40.6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Transportation and warehousing,628.0,62.0,47.12
224,12-2016,11460,0008,33.166666666666664,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",31.0,4.0,47.12
225,12-2016,11460,0008,33.166666666666664,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,357.0,13.0,47.12
226,12-2016,11460,0008,33.166666666666664,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,15005.0,344.0,47.12
227,12-2016,11460,0008,33.166666666666664,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,4134.0,317.0,47.12
228,12-2016,40140,0027,59.06666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",832.0,57.0,47.12
229,12-2016,40140,0027,59.06666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Utilities,5580.0,165.0,47.12
230,12-2016,40140,0027,59.06666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Manufacturing,95592.0,3257.0,47.12
231,12-2016,40140,0027,59.06666666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Wholesale trade,66544.0,4720.0,47.12
232,12-2016,40140,1016,30.11111111111111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",832.0,57.0,47.12
233,12-2016,40140,1016,30.11111111111111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Utilities,5580.0,165.0,47.12
234,12-2016,40140,1016,30.11111111111111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Manufacturing,95592.0,3257.0,47.12
235,12-2016,40140,1016,30.11111111111111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Wholesale trade,66544.0,4720.0,47.12
236,12-2016,40140,2002,44.94444444444444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",832.0,57.0,47.12
237,12-2016,40140,2002,44.94444444444444,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Utilities,5580.0,165.0,47.12
238,12-2016,40140,2002,44.94444444444444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Manufacturing,95592.0,3257.0,47.12
239,12-2016,40140,2002,44.94444444444444,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Wholesale trade,66544.0,4720.0,47.12
240,12-2016,40140,5001,15.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",832.0,57.0,47.12
241,12-2016,40140,5001,15.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Utilities,5580.0,165.0,47.12
242,12-2016,40140,5001,15.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Manufacturing,95592.0,3257.0,47.12
243,12-2016,40140,5001,15.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Wholesale trade,66544.0,4720.0,47.12
244,12-2016,40140,8001,47.05263157894737,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",832.0,57.0,47.12
245,12-2016,40140,8001,47.05263157894737,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Utilities,5580.0,165.0,47.12
246,12-2016,40140,8001,47.05263157894737,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Manufacturing,95592.0,3257.0,47.12
247,12-2016,40140,8001,47.05263157894737,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Wholesale trade,66544.0,4720.0,47.12
248,12-2016,40140,8005,58.84375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",832.0,57.0,47.12
249,12-2016,40140,8005,58.84375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Utilities,5580.0,165.0,47.12
250,12-2016,40140,8005,58.84375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Manufacturing,95592.0,3257.0,47.12
251,12-2016,40140,8005,58.84375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Wholesale trade,66544.0,4720.0,47.12
252,12-2016,40140,9004,50.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",832.0,57.0,47.12
