,month_year,cbsa_code,site,aqi,Manufacturing,"Mining, quarrying, and oil and gas extraction",Transportation and warehousing,Utilities,Wholesale trade,10300,11460,16980,17140,18020,18820,19820,22420,24700,26900,31080,32500,33780,34620,34900,35220,35860,36860,37100,40140,41940,42100,42220,42980,44700,46700,48940,sector,emp,estab,Crude_Oil_Price
2081,07-2016,16980,0031,38.733333333333334,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,19944.0,254.0,40.71
2082,07-2016,16980,0031,38.733333333333334,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,383614.0,10175.0,40.71
2083,07-2016,16980,0031,38.733333333333334,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,258150.0,14408.0,40.71
2084,07-2016,16980,0057,37.4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",1574.0,90.0,40.71
2085,07-2016,16980,0057,37.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,19944.0,254.0,40.71
2086,07-2016,16980,0057,37.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,383614.0,10175.0,40.71
2087,07-2016,16980,0057,37.4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,258150.0,14408.0,40.71
2088,07-2016,16980,0076,37.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",1574.0,90.0,40.71
2089,07-2016,16980,0076,37.2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,19944.0,254.0,40.71
2090,07-2016,16980,0076,37.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,383614.0,10175.0,40.71
2091,07-2016,16980,0076,37.2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,258150.0,14408.0,40.71
2092,07-2016,16980,1002,34.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",1574.0,90.0,40.71
2093,07-2016,16980,1002,34.25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,19944.0,254.0,40.71
2094,07-2016,16980,1002,34.25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,383614.0,10175.0,40.71
2095,07-2016,16980,1002,34.25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,258150.0,14408.0,40.71
2096,07-2016,16980,1016,46.09090909090909,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",1574.0,90.0,40.71
2097,07-2016,16980,1016,46.09090909090909,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,19944.0,254.0,40.71
2098,07-2016,16980,1016,46.09090909090909,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,383614.0,10175.0,40.71
2099,07-2016,16980,1016,46.09090909090909,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,258150.0,14408.0,40.71
2100,07-2016,16980,2004,37.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",1574.0,90.0,40.71
2101,07-2016,16980,2004,37.2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,19944.0,254.0,40.71
2102,07-2016,16980,2004,37.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,383614.0,10175.0,40.71
2103,07-2016,16980,2004,37.2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,258150.0,14408.0,40.71
2104,07-2016,16980,3103,41.666666666666664,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",1574.0,90.0,40.71
2105,07-2016,16980,3103,41.666666666666664,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,19944.0,254.0,40.71
2106,07-2016,16980,3103,41.666666666666664,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,383614.0,10175.0,40.71
2107,07-2016,16980,3103,41.666666666666664,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,258150.0,14408.0,40.71
2108,07-2016,16980,3301,41.8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",1574.0,90.0,40.71
2109,07-2016,16980,3301,41.8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,19944.0,254.0,40.71
2110,07-2016,16980,3301,41.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,383614.0,10175.0,40.71
2111,07-2016,16980,3301,41.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,258150.0,14408.0,40.71
2112,07-2016,16980,4002,35.666666666666664,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",1574.0,90.0,40.71
2113,07-2016,16980,4002,35.666666666666664,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,19944.0,254.0,40.71
2114,07-2016,16980,4002,35.666666666666664,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,383614.0,10175.0,40.71
2115,07-2016,16980,4002,35.666666666666664,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,258150.0,14408.0,40.71
2116,07-2016,16980,4007,39.22222222222222,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",1574.0,90.0,40.71
2117,07-2016,16980,4007,39.22222222222222,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,19944.0,254.0,40.71
2118,07-2016,16980,4007,39.22222222222222,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,383614.0,10175.0,40.71
2119,07-2016,16980,4007,39.22222222222222,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,258150.0,14408.0,40.71
2120,07-2016,16980,4201,33.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",1574.0,90.0,40.71
2121,07-2016,16980,4201,33.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,19944.0,254.0,40.71
2122,07-2016,16980,4201,33.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,383614.0,10175.0,40.71
2123,07-2016,16980,4201,33.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,258150.0,14408.0,40.71
2124,07-2016,16980,6005,37.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",1574.0,90.0,40.71
2125,07-2016,16980,6005,37.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,19944.0,254.0,40.71
2126,07-2016,16980,6005,37.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,383614.0,10175.0,40.71
2127,07-2016,16980,6005,37.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,258150.0,14408.0,40.71
2128,07-2016,10300,0007,34.285714285714285,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,103.0,3.0,40.71
2129,07-2016,10300,0007,34.285714285714285,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,5219.0,120.0,40.71
2130,07-2016,10300,0007,34.285714285714285,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,540.0,66.0,40.71
2131,07-2016,10300,0007,34.285714285714285,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Transportation and warehousing,628.0,62.0,40.71
2132,07-2016,11460,0008,33.46666666666667,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",31.0,4.0,40.71
2133,07-2016,11460,0008,33.46666666666667,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,357.0,13.0,40.71
2134,07-2016,11460,0008,33.46666666666667,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,15005.0,344.0,40.71
2135,07-2016,11460,0008,33.46666666666667,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,4134.0,317.0,40.71
2136,07-2016,40140,0306,32.228070175438596,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",832.0,57.0,40.71
2137,07-2016,40140,0306,32.228070175438596,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Utilities,5580.0,165.0,40.71
2138,07-2016,40140,0306,32.228070175438596,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Manufacturing,95592.0,3257.0,40.71
2139,07-2016,40140,0306,32.228070175438596,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Wholesale trade,66544.0,4720.0,40.71
2140,07-2016,40140,8001,53.32432432432432,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",832.0,57.0,40.71
2141,07-2016,40140,8001,53.32432432432432,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Utilities,5580.0,165.0,40.71
2142,07-2016,40140,8001,53.32432432432432,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Manufacturing,95592.0,3257.0,40.71
2143,07-2016,40140,8001,53.32432432432432,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Wholesale trade,66544.0,4720.0,40.71
2144,07-2016,40140,8005,55.42857142857143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",832.0,57.0,40.71
2145,07-2016,40140,8005,55.42857142857143,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Utilities,5580.0,165.0,40.71
2146,07-2016,40140,8005,55.42857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Manufacturing,95592.0,3257.0,40.71
2147,07-2016,40140,8005,55.42857142857143,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Wholesale trade,66544.0,4720.0,40.71
2148,07-2016,40140,9004,58.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",832.0,57.0,40.71
2149,07-2016,40140,9004,58.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Utilities,5580.0,165.0,40.71
2150,07-2016,40140,9004,58.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Manufacturing,95592.0,3257.0,40.71
2151,07-2016,40140,9004,58.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Wholesale trade,66544.0,4720.0,40.71
2152,07-2016,40140,5001,34.111111111111114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",832.0,57.0,40.71
2153,07-2016,40140,5001,34.111111111111114,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Utilities,5580.0,165.0,40.71
2154,07-2016,40140,5001,34.111111111111114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Manufacturing,95592.0,3257.0,40.71
2155,07-2016,40140,5001,34.111111111111114,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Wholesale trade,66544.0,4720.0,40.71
2156,07-2016,40140,2002,51.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",832.0,57.0,40.71
2157,07-2016,40140,2002,51.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Utilities,5580.0,165.0,40.71
2158,07-2016,40140,2002,51.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Manufacturing,95592.0,3257.0,40.71
2159,07-2016,40140,2002,51.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Wholesale trade,66544.0,4720.0,40.71
2160,07-2016,40140,1016,48.84848484848485,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",832.0,57.0,40.71
2161,07-2016,40140,1016,48.84848484848485,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Utilities,5580.0,165.0,40.71
2162,07-2016,40140,1016,48.84848484848485,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Manufacturing,95592.0,3257.0,40.71
2163,07-2016,40140,1016,48.84848484848485,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Wholesale trade,66544.0,4720.0,40.71
2164,07-2016,40140,0027,62.228070175438596,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",832.0,57.0,40.71
2165,07-2016,40140,0027,62.228070175438596,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Utilities,5580.0,165.0,40.71
2166,07-2016,40140,0027,62.228070175438596,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Manufacturing,95592.0,3257.0,40.71
2167,07-2016,40140,0027,62.228070175438596,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Wholesale trade,66544.0,4720.0,40.71
2168,07-2016,40140,0009,47.483870967741936,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",832.0,57.0,40.71
2169,07-2016,40140,0009,47.483870967741936,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Utilities,5580.0,165.0,40.71
2170,07-2016,40140,0009,47.483870967741936,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Manufacturing,95592.0,3257.0,40.71
2171,07-2016,40140,0009,47.483870967741936,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Wholesale trade,66544.0,4720.0,40.71
2172,07-2016,41940,0002,28.62264150943396,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",231.0,16.0,40.71
2173,07-2016,41940,0002,28.62264150943396,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Utilities,1893.0,23.0,40.71
2174,07-2016,41940,0002,28.62264150943396,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Manufacturing,86058.0,2334.0,40.71
2175,07-2016,41940,0002,28.62264150943396,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Wholesale trade,86721.0,2681.0,40.71
2176,07-2016,41940,0005,32.08108108108108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",231.0,16.0,40.71
2177,07-2016,41940,0005,32.08108108108108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Utilities,1893.0,23.0,40.71
2178,07-2016,41940,0005,32.08108108108108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Manufacturing,86058.0,2334.0,40.71
2179,07-2016,41940,0005,32.08108108108108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Wholesale trade,86721.0,2681.0,40.71
2180,07-2016,41940,0006,35.16129032258065,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",231.0,16.0,40.71
2181,07-2016,41940,0006,35.16129032258065,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Utilities,1893.0,23.0,40.71
2182,07-2016,41940,0006,35.16129032258065,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Manufacturing,86058.0,2334.0,40.71
2183,07-2016,41940,0006,35.16129032258065,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Wholesale trade,86721.0,2681.0,40.71
2184,07-2016,42100,0007,17.483870967741936,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",0.0,5.0,40.71
2185,07-2016,42100,0007,17.483870967741936,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Utilities,0.0,5.0,40.71
2186,07-2016,42100,0007,17.483870967741936,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Manufacturing,5158.0,312.0,40.71
2187,07-2016,42100,0007,17.483870967741936,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Wholesale trade,5490.0,307.0,40.71
2188,07-2016,42100,1005,18.161290322580644,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",0.0,5.0,40.71
2189,07-2016,42100,1005,18.161290322580644,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Utilities,0.0,5.0,40.71
2190,07-2016,42100,1005,18.161290322580644,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Manufacturing,5158.0,312.0,40.71
2191,07-2016,42100,1005,18.161290322580644,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Wholesale trade,5490.0,307.0,40.71
2192,07-2016,42220,0004,12.466666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Mining, quarrying, and oil and gas extraction",153.0,14.0,40.71
2193,07-2016,42220,0004,12.466666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Utilities,0.0,13.0,40.71
2194,07-2016,42220,0004,12.466666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Manufacturing,19805.0,866.0,40.71
2195,07-2016,42220,0004,12.466666666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Wholesale trade,9310.0,591.0,40.71
2196,07-2016,44700,1002,43.58620689655172,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Mining, quarrying, and oil and gas extraction",134.0,11.0,40.71
2197,07-2016,44700,1002,43.58620689655172,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Utilities,263.0,15.0,40.71
2198,07-2016,44700,1002,43.58620689655172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Manufacturing,17986.0,524.0,40.71
2199,07-2016,44700,1002,43.58620689655172,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Wholesale trade,12034.0,543.0,40.71
2200,07-2016,44700,2010,30.615384615384617,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Mining, quarrying, and oil and gas extraction",134.0,11.0,40.71
2201,07-2016,44700,2010,30.615384615384617,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Utilities,263.0,15.0,40.71
2202,07-2016,44700,2010,30.615384615384617,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Manufacturing,17986.0,524.0,40.71
2203,07-2016,44700,2010,30.615384615384617,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Wholesale trade,12034.0,543.0,40.71
2204,07-2016,31080,0002,54.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",4483.0,141.0,40.71
2205,07-2016,31080,0002,54.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,17915.0,352.0,40.71
2206,07-2016,31080,0002,54.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,488003.0,16680.0,40.71
2207,07-2016,31080,0002,54.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,358754.0,30813.0,40.71
2208,07-2016,31080,0007,39.45161290322581,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",4483.0,141.0,40.71
